index,date,boatName,mmsi,imo,portAfter,portBefore,ts_in,ts_out,timeTo,distTo,first_ts_in_next_port,mean_sog,max_sog,segment_id,LOA,GT,DWT,pax,Berths,Cabins ,Crew,Breadth
62,5/15/23,GRAND PRINCESS,310327000,9104005,Skagway,Hubbard Glacier,2023-05-15 09:18:27-08:00,2023-05-15 19:38:04-08:00,9.373,117.59,2023-05-16 05:00:27-08:00,12.59308943,15.7,GRAND_PRINCESS_0020,289.52,108806,8418,3300,3300,,,36
63,5/25/23,GRAND PRINCESS,310327000,9104005,College Fjord,Skagway,2023-05-25 06:25:25-08:00,2023-05-25 15:31:34-08:00,25.792,466.41,2023-05-26 17:19:05-08:00,16.70548387,20.1,GRAND_PRINCESS_0034,289.52,108806,8418,3300,3300,,,36
64,5/29/23,GRAND PRINCESS,310327000,9104005,Skagway,Hubbard Glacier,2023-05-29 09:20:05-08:00,2023-05-29 19:31:27-08:00,9.446,119.65,2023-05-30 04:58:11-08:00,12.74,15.7,GRAND_PRINCESS_0042,289.52,108806,8418,3300,3300,,,36
65,6/8/23,GRAND PRINCESS,310327000,9104005,College Fjord,Skagway,2023-06-08 06:26:26-08:00,2023-06-08 16:22:36-08:00,24.997,465.16,2023-06-09 17:22:26-08:00,16.64201954,22,GRAND_PRINCESS_0056,289.52,108806,8418,3300,3300,,,36
66,6/12/23,GRAND PRINCESS,310327000,9104005,Skagway,Hubbard Glacier,2023-06-12 09:15:14-08:00,2023-06-12 19:34:05-08:00,9.189,118.26,2023-06-13 04:45:24-08:00,13.47252747,18.1,GRAND_PRINCESS_0064,289.52,108806,8418,3300,3300,,,36
67,6/22/23,GRAND PRINCESS,310327000,9104005,College Fjord,Skagway,2023-06-22 06:25:20-08:00,2023-06-22 15:40:17-08:00,25.648,462.86,2023-06-23 17:19:10-08:00,16.36267361,21,GRAND_PRINCESS_0078,289.52,108806,8418,3300,3300,,,36
68,6/26/23,GRAND PRINCESS,310327000,9104005,Skagway,Hubbard Glacier,2023-06-26 09:24:24-08:00,2023-06-26 19:23:41-08:00,9.495,119.27,2023-06-27 04:53:24-08:00,12.40595745,14.4,GRAND_PRINCESS_0086,289.52,108806,8418,3300,3300,,,36
69,7/6/23,GRAND PRINCESS,310327000,9104005,College Fjord,Skagway,2023-07-06 06:22:55-08:00,2023-07-06 15:50:42-08:00,25.398,465.42,2023-07-07 17:14:35-08:00,16.89657534,21,GRAND_PRINCESS_0100,289.52,108806,8418,3300,3300,,,36
70,7/10/23,GRAND PRINCESS,310327000,9104005,Skagway,Hubbard Glacier,2023-07-10 09:27:59-08:00,2023-07-10 19:20:46-08:00,9.591,118.57,2023-07-11 04:56:14-08:00,12.34353448,14.2,GRAND_PRINCESS_0108,289.52,108806,8418,3300,3300,,,36
71,7/20/23,GRAND PRINCESS,310327000,9104005,College Fjord,Skagway,2023-07-20 06:26:43-08:00,2023-07-20 15:36:47-08:00,25.58,465.09,2023-07-21 17:11:34-08:00,17.1862969,20.9,GRAND_PRINCESS_0122,289.52,108806,8418,3300,3300,,,36
72,7/24/23,GRAND PRINCESS,310327000,9104005,Skagway,Whittier,2023-07-24 09:20:00-08:00,2023-07-24 19:07:58-08:00,9.816,118.54,2023-07-25 04:56:57-08:00,12.17843137,13.6,GRAND_PRINCESS_0128,289.52,108806,8418,3300,3300,,,36
73,8/3/23,GRAND PRINCESS,310327000,9104005,College Fjord,Skagway,2023-08-03 06:24:07-08:00,2023-08-03 16:13:21-08:00,25.129,466.23,2023-08-04 17:21:06-08:00,17.51262295,21.9,GRAND_PRINCESS_0142,289.52,108806,8418,3300,3300,,,36
74,8/7/23,GRAND PRINCESS,310327000,9104005,Skagway,Hubbard Glacier,2023-08-07 09:27:35-08:00,2023-08-07 19:15:28-08:00,9.679,118.53,2023-08-08 04:56:14-08:00,12.04189723,16,GRAND_PRINCESS_0150,289.52,108806,8418,3300,3300,,,36
75,8/17/23,GRAND PRINCESS,310327000,9104005,College Fjord,Skagway,2023-08-17 06:22:20-08:00,2023-08-17 15:46:48-08:00,25.469,465.93,2023-08-18 17:14:58-08:00,16.85525903,21.1,GRAND_PRINCESS_0164,289.52,108806,8418,3300,3300,,,36
76,8/21/23,GRAND PRINCESS,310327000,9104005,Skagway,Hubbard Glacier,2023-08-21 09:17:36-08:00,2023-08-21 19:13:13-08:00,9.736,119.11,2023-08-22 04:57:23-08:00,12.08339768,13.2,GRAND_PRINCESS_0172,289.52,108806,8418,3300,3300,,,36
77,8/31/23,GRAND PRINCESS,310327000,9104005,College Fjord,Skagway,2023-08-31 06:23:16-08:00,2023-08-31 15:27:19-08:00,26.144,464.61,2023-09-01 17:35:58-08:00,16.53489933,21.8,GRAND_PRINCESS_0186,289.52,108806,8418,3300,3300,,,36
78,9/4/23,GRAND PRINCESS,310327000,9104005,Skagway,Whittier,2023-09-04 09:20:37-08:00,2023-09-04 19:15:03-08:00,9.643,118.36,2023-09-05 04:53:37-08:00,12.26472727,16.3,GRAND_PRINCESS_0192,289.52,108806,8418,3300,3300,,,36
79,9/14/23,GRAND PRINCESS,310327000,9104005,College Fjord,Skagway,2023-09-14 06:50:58-08:00,2023-09-14 15:41:22-08:00,25.122,465.67,2023-09-15 16:48:41-08:00,17.28003049,22.5,GRAND_PRINCESS_0206,289.52,108806,8418,3300,3300,,,36
80,9/18/23,GRAND PRINCESS,310327000,9104005,Skagway,College Fjord,2023-09-18 09:41:00-08:00,2023-09-18 18:39:30-08:00,10.516,118.78,2023-09-19 05:10:29-08:00,11.17851852,14,GRAND_PRINCESS_0214,289.52,108806,8418,3300,3300,,,36
150,5/12/23,RUBY PRINCESS,310567000,9378462,Ketchikan,Skagway,2023-05-12 06:03:34-08:00,2023-05-12 15:01:55-08:00,17.23,302.94,2023-05-13 08:15:44-08:00,16.775,20.7,RUBY_PRINCESS_0006,289.61,113561,8400,4800,,1549,,50.5
151,6/2/23,RUBY PRINCESS,310567000,9378462,Prince Rupert,Juneau,2023-06-02 06:02:19-08:00,2023-06-02 14:38:13-08:00,20.546,397.02,2023-06-03 11:10:57-08:00,17.2192429,22.7,RUBY_PRINCESS_0028,289.61,113561,8400,4800,,1549,,50.5
152,6/11/23,RUBY PRINCESS,310567000,9378462,Ketchikan,Skagway,2023-06-11 06:01:59-08:00,2023-06-11 14:26:22-08:00,17.256,304.96,2023-06-12 07:41:45-08:00,16.99021739,21.4,RUBY_PRINCESS_0036,289.61,113561,8400,4800,,1549,,50.5
153,7/1/23,RUBY PRINCESS,310567000,9378462,Ketchikan,Skagway,2023-07-01 06:23:34-08:00,2023-07-01 15:15:20-08:00,17.138,303.84,2023-07-02 08:23:35-08:00,16.88589212,20.6,RUBY_PRINCESS_0056,289.61,113561,8400,4800,,1549,,50.5
154,8/11/23,RUBY PRINCESS,310567000,9378462,Prince Rupert,Juneau,2023-08-11 06:05:59-08:00,2023-08-11 14:54:53-08:00,20.294,400.93,2023-08-12 11:12:31-08:00,17.10933544,22,RUBY_PRINCESS_0090,289.61,113561,8400,4800,,1549,,50.5
155,8/20/23,RUBY PRINCESS,310567000,9378462,Ketchikan,Skagway,2023-08-20 06:06:33-08:00,2023-08-20 14:45:02-08:00,17.296,333.9,2023-08-21 08:02:48-08:00,18.18821293,22.4,RUBY_PRINCESS_0098,289.61,113561,8400,4800,,1549,,50.5
156,9/9/23,RUBY PRINCESS,310567000,9378462,Ketchikan,Skagway,2023-09-09 06:35:33-08:00,2023-09-09 14:38:43-08:00,17.43,303.51,2023-09-10 08:04:32-08:00,16.58819048,20.6,RUBY_PRINCESS_0118,289.61,113561,8400,4800,,1549,,50.5
157,5/14/23,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2023-05-14 06:23:26-08:00,2023-05-14 15:15:23-08:00,18.209,301.33,2023-05-15 09:27:55-08:00,15.89094737,20.6,VOLENDAM_0006,237,61214,6150,1440,1824,,,32.25
158,5/21/23,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2023-05-21 06:07:24-08:00,2023-05-21 14:54:21-08:00,19.032,304.91,2023-05-22 09:56:17-08:00,15.46771037,20.2,VOLENDAM_0014,237,61214,6150,1440,1824,,,32.25
159,5/28/23,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2023-05-28 06:12:55-08:00,2023-05-28 15:03:02-08:00,18.788,301.35,2023-05-29 09:50:19-08:00,15.54666667,20.3,VOLENDAM_0022,237,61214,6150,1440,1824,,,32.25
160,6/4/23,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2023-06-04 06:08:22-08:00,2023-06-04 14:54:33-08:00,19.109,303.97,2023-06-05 10:01:07-08:00,15.28187023,20.6,VOLENDAM_0030,237,61214,6150,1440,1824,,,32.25
161,6/11/23,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2023-06-11 06:17:13-08:00,2023-06-11 15:13:25-08:00,18.676,304.32,2023-06-12 09:54:00-08:00,15.51214421,20.7,VOLENDAM_0038,237,61214,6150,1440,1824,,,32.25
162,6/18/23,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2023-06-18 06:06:26-08:00,2023-06-18 15:00:50-08:00,18.789,303.27,2023-06-19 09:48:11-08:00,15.27426326,20.1,VOLENDAM_0046,237,61214,6150,1440,1824,,,32.25
163,6/25/23,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2023-06-25 06:22:49-08:00,2023-06-25 15:19:25-08:00,18.499,303.06,2023-06-26 09:49:20-08:00,15.58517034,20.1,VOLENDAM_0054,237,61214,6150,1440,1824,,,32.25
164,7/2/23,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2023-07-02 06:08:29-08:00,2023-07-02 15:02:10-08:00,18.212,303.55,2023-07-03 09:14:52-08:00,15.95722656,21.8,VOLENDAM_0062,237,61214,6150,1440,1824,,,32.25
165,7/9/23,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2023-07-09 06:24:33-08:00,2023-07-09 15:51:25-08:00,17.799,303.6,2023-07-10 09:39:21-08:00,16.08149606,21.4,VOLENDAM_0070,237,61214,6150,1440,1824,,,32.25
166,7/16/23,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2023-07-16 06:01:53-08:00,2023-07-16 14:59:08-08:00,18.973,302.15,2023-07-17 09:57:30-08:00,15.40722222,19.6,VOLENDAM_0078,237,61214,6150,1440,1824,,,32.25
167,7/23/23,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2023-07-23 06:10:01-08:00,2023-07-23 15:03:09-08:00,19.022,305.17,2023-07-24 10:04:29-08:00,15.56050096,19.8,VOLENDAM_0086,237,61214,6150,1440,1824,,,32.25
168,7/30/23,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2023-07-30 06:08:06-08:00,2023-07-30 14:59:58-08:00,19.127,304.18,2023-07-31 10:07:36-08:00,14.90285171,19.2,VOLENDAM_0094,237,61214,6150,1440,1824,,,32.25
169,8/6/23,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2023-08-06 06:06:21-08:00,2023-08-06 15:12:52-08:00,19.165,304.74,2023-08-07 10:22:47-08:00,15.23902913,19.4,VOLENDAM_0102,237,61214,6150,1440,1824,,,32.25
170,8/13/23,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2023-08-13 06:05:35-08:00,2023-08-13 14:57:58-08:00,19.18,304.03,2023-08-14 10:08:45-08:00,14.89471767,19.3,VOLENDAM_0110,237,61214,6150,1440,1824,,,32.25
171,8/20/23,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2023-08-20 06:26:44-08:00,2023-08-20 15:05:31-08:00,18.889,303.03,2023-08-21 09:58:51-08:00,15.6372973,20.2,VOLENDAM_0118,237,61214,6150,1440,1824,,,32.25
172,8/27/23,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2023-08-27 06:06:01-08:00,2023-08-27 14:46:46-08:00,19.3,305.83,2023-08-28 10:04:46-08:00,15.00549451,20,VOLENDAM_0126,237,61214,6150,1440,1824,,,32.25
173,9/3/23,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2023-09-03 06:20:10-08:00,2023-09-03 14:52:13-08:00,19.265,302.55,2023-09-04 10:08:08-08:00,14.91003584,19.5,VOLENDAM_0134,237,61214,6150,1440,1824,,,32.25
174,9/10/23,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2023-09-10 06:37:38-08:00,2023-09-10 15:04:31-08:00,19.853,303.03,2023-09-11 10:55:41-08:00,14.11760684,20.2,VOLENDAM_0142,237,61214,6150,1440,1824,,,32.25
175,9/17/23,VOLENDAM,245968000,9156515,Ketchikan,Haines,2023-09-17 06:48:54-08:00,2023-09-17 15:09:00-08:00,17.942,303.48,2023-09-18 09:05:32-08:00,15.96079365,19.3,VOLENDAM_0150,237,61214,6150,1440,1824,,,32.25
176,9/24/23,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2023-09-24 09:24:38-08:00,2023-09-24 17:06:37-08:00,17.056,303.37,2023-09-25 10:09:58-08:00,16.7990566,20.7,VOLENDAM_0158,237,61214,6150,1440,1824,,,32.25
189,5/16/23,VIKING ORION,257034130,9796250,Sitka,Hubbard Glacier,2023-05-16 09:11:38-08:00,2023-05-16 19:05:23-08:00,11.016,133.9,2023-05-17 06:06:22-08:00,11.71751825,13.9,VIKING_ORION_0006,228.41,47861,4798,,,,,32
190,9/3/23,VIKING ORION,257034130,9796250,Hubbard Glacier,Juneau,2023-09-03 06:41:21-08:00,2023-09-03 16:28:02-08:00,14.933,187.19,2023-09-04 07:23:59-08:00,12.58511706,17.3,VIKING_ORION_0172,228.41,47861,4798,,,,,32
191,9/11/23,VIKING ORION,257034130,9796250,Haines,Hubbard Glacier,2023-09-11 06:32:49-08:00,2023-09-11 16:23:19-08:00,13.289,140.18,2023-09-12 05:40:39-08:00,10.34944444,11.4,VIKING_ORION_0184,228.41,47861,4798,,,,,32
192,9/21/23,VIKING ORION,257034130,9796250,Hubbard Glacier,Sitka,2023-09-21 07:14:15-08:00,2023-09-21 16:56:57-08:00,14.402,186.75,2023-09-22 07:21:05-08:00,12.92142857,16.9,VIKING_ORION_0198,228.41,47861,4798,,,,,32
233,5/18/23,MAJESTIC PRINCESS,232002990,9614141,College Fjord,Skagway,2023-05-18 06:20:20-08:00,2023-05-18 14:56:04-08:00,27.099,459.62,2023-05-19 18:02:01-08:00,16.02544571,23.1,MAJESTIC_PRINCESS_0024,329.9,144216,11545,4250,3560,,1450,47.3
234,5/22/23,MAJESTIC PRINCESS,232002990,9614141,Icy Strait Point,Hubbard Glacier,2023-05-22 09:28:23-08:00,2023-05-22 19:31:05-08:00,1.936,27.99,2023-05-22 21:27:15-08:00,14.09196429,16,MAJESTIC_PRINCESS_0032,329.9,144216,11545,4250,3560,,1450,47.3
235,6/1/23,MAJESTIC PRINCESS,232002990,9614141,College Fjord,Skagway,2023-06-01 06:23:14-08:00,2023-06-01 14:58:00-08:00,26.909,460.15,2023-06-02 17:52:31-08:00,15.90740103,20.3,MAJESTIC_PRINCESS_0048,329.9,144216,11545,4250,3560,,1450,47.3
236,6/5/23,MAJESTIC PRINCESS,232002990,9614141,Icy Strait Point,Hubbard Glacier,2023-06-05 09:21:58-08:00,2023-06-05 19:21:06-08:00,1.942,27.37,2023-06-05 21:17:38-08:00,12.99237288,17,MAJESTIC_PRINCESS_0056,329.9,144216,11545,4250,3560,,1450,47.3
237,6/15/23,MAJESTIC PRINCESS,232002990,9614141,College Fjord,Skagway,2023-06-15 06:20:33-08:00,2023-06-15 15:13:30-08:00,26.601,461.39,2023-06-16 17:49:34-08:00,16.61061844,19.9,MAJESTIC_PRINCESS_0072,329.9,144216,11545,4250,3560,,1450,47.3
238,6/19/23,MAJESTIC PRINCESS,232002990,9614141,Icy Strait Point,Hubbard Glacier,2023-06-19 09:23:30-08:00,2023-06-19 18:59:17-08:00,1.911,28.08,2023-06-19 20:53:57-08:00,14.875,17,MAJESTIC_PRINCESS_0080,329.9,144216,11545,4250,3560,,1450,47.3
239,6/29/23,MAJESTIC PRINCESS,232002990,9614141,College Fjord,Skagway,2023-06-29 06:20:49-08:00,2023-06-29 15:04:21-08:00,26.851,460.92,2023-06-30 17:55:25-08:00,15.56902087,20.2,MAJESTIC_PRINCESS_0096,329.9,144216,11545,4250,3560,,1450,47.3
240,7/3/23,MAJESTIC PRINCESS,232002990,9614141,Icy Strait Point,Hubbard Glacier,2023-07-03 09:13:30-08:00,2023-07-03 19:03:44-08:00,1.834,27.87,2023-07-03 20:53:45-08:00,14.29568966,16.9,MAJESTIC_PRINCESS_0104,329.9,144216,11545,4250,3560,,1450,47.3
241,7/13/23,MAJESTIC PRINCESS,232002990,9614141,College Fjord,Skagway,2023-07-13 06:21:08-08:00,2023-07-13 15:00:18-08:00,26.75,459.92,2023-07-14 17:45:19-08:00,15.98773748,20.2,MAJESTIC_PRINCESS_0120,329.9,144216,11545,4250,3560,,1450,47.3
242,7/17/23,MAJESTIC PRINCESS,232002990,9614141,Icy Strait Point,Hubbard Glacier,2023-07-17 09:18:24-08:00,2023-07-17 19:04:11-08:00,1.881,28.1,2023-07-17 20:57:04-08:00,14.35934959,16.7,MAJESTIC_PRINCESS_0128,329.9,144216,11545,4250,3560,,1450,47.3
243,7/27/23,MAJESTIC PRINCESS,232002990,9614141,College Fjord,Skagway,2023-07-27 06:15:40-08:00,2023-07-27 15:11:21-08:00,26.605,458.62,2023-07-28 17:47:38-08:00,15.70582192,20.3,MAJESTIC_PRINCESS_0144,329.9,144216,11545,4250,3560,,1450,47.3
244,7/31/23,MAJESTIC PRINCESS,232002990,9614141,Icy Strait Point,Hubbard Glacier,2023-07-31 09:18:14-08:00,2023-07-31 19:07:43-08:00,2.092,28.07,2023-07-31 21:13:15-08:00,12.90082645,15.6,MAJESTIC_PRINCESS_0152,329.9,144216,11545,4250,3560,,1450,47.3
245,8/10/23,MAJESTIC PRINCESS,232002990,9614141,College Fjord,Skagway,2023-08-10 06:15:18-08:00,2023-08-10 15:05:23-08:00,26.811,459.14,2023-08-11 17:54:04-08:00,15.60294627,20.6,MAJESTIC_PRINCESS_0168,329.9,144216,11545,4250,3560,,1450,47.3
246,8/14/23,MAJESTIC PRINCESS,232002990,9614141,Icy Strait Point,Hubbard Glacier,2023-08-14 09:16:29-08:00,2023-08-14 18:58:04-08:00,2.052,28.14,2023-08-14 21:01:10-08:00,12.91721311,15.5,MAJESTIC_PRINCESS_0176,329.9,144216,11545,4250,3560,,1450,47.3
247,8/24/23,MAJESTIC PRINCESS,232002990,9614141,College Fjord,Skagway,2023-08-24 06:13:16-08:00,2023-08-24 15:07:42-08:00,26.747,459.33,2023-08-25 17:52:33-08:00,15.46468531,20.7,MAJESTIC_PRINCESS_0192,329.9,144216,11545,4250,3560,,1450,47.3
248,8/28/23,MAJESTIC PRINCESS,232002990,9614141,Icy Strait Point,Hubbard Glacier,2023-08-28 09:15:13-08:00,2023-08-28 19:06:06-08:00,2.056,28.01,2023-08-28 21:09:26-08:00,13.4970297,15.5,MAJESTIC_PRINCESS_0200,329.9,144216,11545,4250,3560,,1450,47.3
249,9/7/23,MAJESTIC PRINCESS,232002990,9614141,College Fjord,Skagway,2023-09-07 06:34:00-08:00,2023-09-07 15:06:47-08:00,26.8,459.74,2023-09-08 17:54:46-08:00,15.61942215,20.3,MAJESTIC_PRINCESS_0216,329.9,144216,11545,4250,3560,,1450,47.3
250,9/11/23,MAJESTIC PRINCESS,232002990,9614141,Icy Strait Point,Hubbard Glacier,2023-09-11 09:08:45-08:00,2023-09-11 18:57:05-08:00,2.23,28.2,2023-09-11 21:10:54-08:00,12.12241379,14.6,MAJESTIC_PRINCESS_0224,329.9,144216,11545,4250,3560,,1450,47.3
251,9/22/23,MAJESTIC PRINCESS,232002990,9614141,Vancouver,Icy Strait Point,2023-09-22 06:47:18-08:00,2023-09-22 16:37:22-08:00,63.771,973.96,2023-09-25 08:23:37-08:00,14.53262619,20.2,MAJESTIC_PRINCESS_0242,329.9,144216,11545,4250,3560,,1450,47.3
106,5/19/23,NOORDAM,246028000,9230115,College Fjord,Skagway,2023-05-19 06:08:59-08:00,2023-05-19 15:36:39-08:00,26.514,464.43,2023-05-20 18:07:30-08:00,16.80715288,21,NOORDAM_0016,285.24,82897,10939,3200,3200,,,32.25
107,5/23/23,NOORDAM,246028000,9230115,Skagway,Hubbard Glacier,2023-05-23 08:30:38-08:00,2023-05-23 18:05:45-08:00,10.75,117.38,2023-05-24 04:50:44-08:00,11.11292776,12.8,NOORDAM_0024,285.24,82897,10939,3200,3200,,,32.25
108,6/2/23,NOORDAM,246028000,9230115,College Fjord,Skagway,2023-06-02 06:24:07-08:00,2023-06-02 16:01:34-08:00,26.256,461.98,2023-06-03 18:16:55-08:00,16.56539634,21.6,NOORDAM_0038,285.24,82897,10939,3200,3200,,,32.25
109,6/6/23,NOORDAM,246028000,9230115,Skagway,Hubbard Glacier,2023-06-06 08:29:41-08:00,2023-06-06 18:00:39-08:00,10.78,117.28,2023-06-07 04:47:26-08:00,10.8043956,14.3,NOORDAM_0046,285.24,82897,10939,3200,3200,,,32.25
110,6/16/23,NOORDAM,246028000,9230115,College Fjord,Skagway,2023-06-16 06:09:28-08:00,2023-06-16 15:51:27-08:00,26.391,462.29,2023-06-17 18:14:56-08:00,16.17933985,20.3,NOORDAM_0060,285.24,82897,10939,3200,3200,,,32.25
111,6/20/23,NOORDAM,246028000,9230115,Skagway,Hubbard Glacier,2023-06-20 08:35:03-08:00,2023-06-20 18:29:28-08:00,10.322,117.24,2023-06-21 04:48:48-08:00,11.22509506,13.8,NOORDAM_0068,285.24,82897,10939,3200,3200,,,32.25
112,6/30/23,NOORDAM,246028000,9230115,College Fjord,Skagway,2023-06-30 06:06:35-08:00,2023-06-30 15:56:28-08:00,26.181,461.82,2023-07-01 18:07:21-08:00,16.67702479,19.2,NOORDAM_0082,285.24,82897,10939,3200,3200,,,32.25
113,7/4/23,NOORDAM,246028000,9230115,Skagway,Hubbard Glacier,2023-07-04 08:33:44-08:00,2023-07-04 17:59:25-08:00,11.267,117.49,2023-07-05 05:15:25-08:00,10.37906977,13.9,NOORDAM_0090,285.24,82897,10939,3200,3200,,,32.25
114,7/14/23,NOORDAM,246028000,9230115,College Fjord,Skagway,2023-07-14 07:34:36-08:00,2023-07-14 17:35:49-08:00,24.822,462.34,2023-07-15 18:25:08-08:00,17.23671743,21.4,NOORDAM_0104,285.24,82897,10939,3200,3200,,,32.25
115,7/18/23,NOORDAM,246028000,9230115,Skagway,Hubbard Glacier,2023-07-18 08:34:24-08:00,2023-07-18 18:16:05-08:00,10.839,118.96,2023-07-19 05:06:24-08:00,10.75733788,14.4,NOORDAM_0112,285.24,82897,10939,3200,3200,,,32.25
116,7/28/23,NOORDAM,246028000,9230115,College Fjord,Skagway,2023-07-28 06:02:07-08:00,2023-07-28 16:03:11-08:00,26.173,461.73,2023-07-29 18:13:35-08:00,16.72079511,20,NOORDAM_0126,285.24,82897,10939,3200,3200,,,32.25
117,8/1/23,NOORDAM,246028000,9230115,Skagway,Hubbard Glacier,2023-08-01 08:33:59-08:00,2023-08-01 18:23:56-08:00,10.725,117.39,2023-08-02 05:07:25-08:00,11.04078431,12.1,NOORDAM_0134,285.24,82897,10939,3200,3200,,,32.25
118,8/11/23,NOORDAM,246028000,9230115,College Fjord,Skagway,2023-08-11 06:23:27-08:00,2023-08-11 16:03:06-08:00,25.882,461.7,2023-08-12 17:56:02-08:00,17.29236193,20.5,NOORDAM_0148,285.24,82897,10939,3200,3200,,,32.25
119,8/15/23,NOORDAM,246028000,9230115,Skagway,Hubbard Glacier,2023-08-15 08:32:16-08:00,2023-08-15 18:13:03-08:00,10.883,118.55,2023-08-16 05:06:02-08:00,11.3375,17.5,NOORDAM_0156,285.24,82897,10939,3200,3200,,,32.25
120,8/25/23,NOORDAM,246028000,9230115,College Fjord,Skagway,2023-08-25 06:06:48-08:00,2023-08-25 15:36:20-08:00,26.778,464.21,2023-08-26 18:23:00-08:00,15.85828729,20,NOORDAM_0170,285.24,82897,10939,3200,3200,,,32.25
121,8/29/23,NOORDAM,246028000,9230115,Skagway,Hubbard Glacier,2023-08-29 08:32:14-08:00,2023-08-29 18:03:06-08:00,10.492,121.5,2023-08-30 04:32:36-08:00,11.875,13.9,NOORDAM_0178,285.24,82897,10939,3200,3200,,,32.25
122,9/8/23,NOORDAM,246028000,9230115,College Fjord,Skagway,2023-09-08 06:34:09-08:00,2023-09-08 16:34:38-08:00,25.293,462.01,2023-09-09 17:52:13-08:00,17.7120438,22.1,NOORDAM_0192,285.24,82897,10939,3200,3200,,,32.25
123,9/12/23,NOORDAM,246028000,9230115,Skagway,Hubbard Glacier,2023-09-12 08:27:00-08:00,2023-09-12 18:18:54-08:00,10.772,117.85,2023-09-13 05:05:14-08:00,10.95286885,12.2,NOORDAM_0200,285.24,82897,10939,3200,3200,,,32.25
124,9/25/23,NOORDAM,246028000,9230115,Skagway,Valdez,2023-09-25 07:08:05-08:00,2023-09-25 17:14:18-08:00,12.395,118.85,2023-09-26 05:37:59-08:00,9.461198738,10.6,NOORDAM_0210,285.24,82897,10939,3200,3200,,,32.25
177,5/28/23,NORWEGIAN SUN,311109000,9218131,Icy Strait Point,Haines,2023-05-28 05:55:56-08:00,2023-05-28 14:47:51-08:00,15.086,145.84,2023-05-29 05:53:01-08:00,9.594745484,12.4,NORWEGIAN_SUN_0024,258,78309,7100,2359,2359,,,36
178,6/25/23,NORWEGIAN SUN,311109000,9218131,Skagway,Icy Strait Point,2023-06-25 06:03:43-08:00,2023-06-25 14:54:37-08:00,13.772,122.86,2023-06-26 04:40:57-08:00,8.999041534,12.5,NORWEGIAN_SUN_0056,258,78309,7100,2359,2359,,,36
179,9/8/23,NORWEGIAN SUN,311109000,9218131,Skagway,Icy Strait Point,2023-09-08 06:19:28-08:00,2023-09-08 15:47:43-08:00,14.211,124.86,2023-09-09 06:00:23-08:00,9.000983607,12.6,NORWEGIAN_SUN_0142,258,78309,7100,2359,2359,,,36
180,9/16/23,NORWEGIAN SUN,311109000,9218131,Skagway,Ketchikan,2023-09-16 06:33:07-08:00,2023-09-16 15:29:54-08:00,14.601,227.85,2023-09-17 06:05:56-08:00,14.7716821,20.8,NORWEGIAN_SUN_0150,258,78309,7100,2359,2359,,,36
181,9/27/23,NORWEGIAN SUN,311109000,9218131,Sitka,Icy Strait Point,2023-09-27 07:17:50-08:00,2023-09-27 15:54:24-08:00,14.155,135.3,2023-09-28 06:03:43-08:00,9.596881092,13.8,NORWEGIAN_SUN_0164,258,78309,7100,2359,2359,,,36
182,10/5/23,NORWEGIAN SUN,311109000,9218131,Skagway,Ketchikan,2023-10-05 08:07:11-08:00,2023-10-05 16:49:38-08:00,13.218,225.18,2023-10-06 06:02:41-08:00,16.38233766,21.2,NORWEGIAN_SUN_0172,258,78309,7100,2359,2359,,,36
183,10/14/23,NORWEGIAN SUN,311109000,9218131,Juneau,Ketchikan,2023-10-14 08:01:19-08:00,2023-10-14 16:34:30-08:00,13.621,203.98,2023-10-15 06:11:47-08:00,15.09930844,23.1,NORWEGIAN_SUN_0182,258,78309,7100,2359,2359,,,36
184,10/24/23,NORWEGIAN SUN,311109000,9218131,Juneau,Skagway,2023-10-24 07:12:33-08:00,2023-10-24 15:48:46-08:00,14.03,205.23,2023-10-25 05:50:35-08:00,14.45412131,20.3,NORWEGIAN_SUN_0194,258,78309,7100,2359,2359,,,36
185,5/30/23,SEABOURN ODYSSEY,309416000,9417086,Icy Strait Point,Sitka,2023-05-30 07:02:21-08:00,2023-05-30 18:00:59-08:00,19.206,144.25,2023-05-31 13:13:20-08:00,8.17654321,15.2,SEABOURN_ODYSSEY_0030,198.19,32477,5000,,450,225,,26
